filename,roughness_score
16868.png,51.26
38009.png,74.96
28814.png,46.25
22398.png,66.61
50328.png,68.42
07529.png,89.24
43081.png,89.51
50432.png,86.28
38583.png,19.87
30690.png,88.68
42249.png,41.92
18011.png,59.02
23343.png,59.66
33101.png,82.7
34211.png,23.29
11816.png,23.44
04065.png,53.74
36837.png,73.34
04686.png,61.89
12576.png,84.8
47107.png,85.59
20019.png,69.3
69462.png,32.86
21988.png,42.43
14271.png,62.11
63574.png,87.23
30604.png,66.01
62133.png,77.74
37226.png,65.75
63369.png,51.85
41430.png,91.88
47741.png,84.16
50789.png,53.54
15988.png,87.17
15973.png,29.64
08650.png,71.0
68499.png,86.41
46230.png,51.24
09472.png,52.42
61501.png,88.09
50694.png,64.57
46478.png,57.27
41553.png,55.27
26789.png,52.39
26135.png,80.17
54965.png,27.74
31259.png,25.9
39898.png,73.59
13123.png,58.36
40020.png,47.94
17193.png,93.15
30389.png,81.14
25172.png,53.98
29171.png,53.59
51411.png,45.73
47667.png,45.53
39255.png,52.6
29781.png,87.0
58441.png,52.44
45201.png,90.89
06829.png,83.47
32516.png,33.5
59073.png,56.54
01327.png,85.62
44488.png,53.41
12253.png,59.41
26924.png,23.5
69311.png,10.46
57448.png,67.07
22260.png,54.65
08288.png,66.16
40326.png,28.76
56478.png,86.21
42981.png,32.22
12250.png,71.79
40889.png,77.81
18702.png,22.69
17485.png,15.29
14821.png,90.99
57170.png,50.77
62182.png,72.77
48426.png,49.71
36925.png,63.91
57828.png,76.48
32633.png,57.55
59259.png,66.3
66113.png,52.12
58689.png,68.97
43028.png,12.33
10561.png,84.53
48215.png,88.13
40431.png,52.87
25976.png,75.93
08051.png,20.77
32531.png,79.64
51079.png,62.58
33927.png,65.93
01549.png,32.79
55134.png,39.51
50384.png,66.62
66723.png,78.06
14677.png,49.15
32933.png,62.48
28861.png,55.07
41608.png,15.73
45893.png,92.1
38001.png,92.49
24290.png,31.87
45194.png,29.75
03188.png,70.31
10513.png,80.07
30901.png,71.93
67540.png,66.27
34707.png,55.96
52697.png,83.45
15397.png,77.07
12294.png,52.02
18540.png,75.07
63115.png,55.74
38635.png,80.84
61883.png,68.56
38066.png,83.21
04050.png,47.47
17763.png,68.19
43102.png,72.38
64234.png,74.07
36041.png,50.86
17404.png,80.04
12029.png,73.13
60535.png,53.68
66204.png,55.0
69112.png,9.5
08200.png,43.25
39168.png,77.78
45563.png,63.52
08480.png,94.58
55048.png,65.96
28592.png,80.36
10283.png,86.95
45902.png,83.4
00056.png,70.03
33618.png,80.68
51710.png,72.18
57621.png,84.62
12368.png,47.06
41171.png,64.05
25571.png,12.0
56006.png,56.8
19842.png,37.37
23165.png,31.43
01491.png,68.98
25650.png,8.93
56636.png,48.19
25539.png,89.25
10144.png,45.6
54984.png,47.85
06047.png,41.69
62311.png,30.83
50804.png,8.91
15741.png,46.72
53624.png,85.7
30567.png,61.06
22631.png,89.2
52122.png,75.08
15592.png,93.54
58947.png,42.57
59747.png,65.03
59655.png,75.3
37780.png,79.53
38143.png,9.97
47143.png,70.3
58983.png,15.7
63758.png,83.23
35446.png,54.22
02467.png,78.82
68829.png,72.82
40306.png,47.83
68848.png,72.01
22394.png,51.59
47258.png,34.58
65213.png,79.64
42374.png,64.2
55738.png,59.55
38399.png,74.48
35629.png,32.89
39723.png,65.58
04639.png,32.31
27688.png,30.83
64392.png,86.1
13147.png,74.18
27180.png,83.31
21216.png,81.36
30374.png,10.01
38242.png,45.62
37076.png,56.3
18064.png,83.01
45776.png,48.4
12380.png,46.07
69823.png,84.5
28242.png,40.42
01974.png,34.33
18381.png,15.4
29923.png,24.4
68882.png,59.64
22235.png,43.71
00302.png,57.55
57373.png,87.57
32976.png,18.11
02548.png,34.49
57143.png,28.38
36637.png,34.99
20611.png,53.95
66577.png,67.36
23441.png,10.37
35947.png,67.24
07876.png,82.76
65856.png,79.54
05165.png,87.48
01501.png,85.6
12343.png,11.9
60677.png,91.49
05093.png,70.16
27380.png,21.61
08729.png,37.55
22361.png,89.6
63226.png,82.99
50098.png,67.72
42070.png,66.42
58138.png,59.28
08239.png,73.31
42964.png,79.25
34887.png,40.05
53544.png,26.0
55345.png,15.33
25045.png,39.13
23661.png,78.37
01363.png,83.42
20304.png,34.63
65342.png,77.15
13773.png,5.23
52091.png,91.34
20412.png,55.4
68798.png,53.48
10384.png,35.59
12451.png,76.34
25819.png,48.77
53694.png,67.57
14231.png,39.86
40893.png,70.78
14471.png,9.47
50904.png,80.28
12977.png,30.7
32617.png,62.01
62950.png,69.63
34088.png,44.16
55292.png,59.7
16379.png,22.0
12594.png,77.5
43838.png,75.11
19077.png,81.17
14725.png,89.37
23616.png,66.17
08926.png,18.13
64267.png,79.21
37839.png,58.48
35258.png,38.6
29291.png,73.81
62730.png,37.53
44756.png,22.53
63876.png,43.83
38604.png,92.56
48499.png,25.25
03365.png,25.78
49640.png,32.26
60530.png,51.28
04656.png,31.29
45550.png,69.51
52025.png,41.16
64734.png,81.75
08874.png,73.94
26750.png,77.26
51481.png,86.31
52538.png,75.4
44036.png,85.04
37943.png,68.5
49622.png,61.96
63011.png,60.28
17961.png,75.52
49747.png,17.64
33577.png,88.13
05915.png,72.05
36708.png,78.86
10146.png,89.65
04194.png,67.5
22022.png,50.85
69653.png,17.09
48142.png,81.29
18109.png,81.57
51369.png,69.96
58162.png,17.08
05690.png,58.39
60859.png,81.83
05445.png,11.9
16456.png,76.3
35568.png,87.33
54050.png,48.6
59038.png,75.95
23474.png,79.96
52745.png,45.92
66035.png,79.36
66426.png,58.75
12246.png,52.17
59578.png,22.23
12206.png,56.48
38381.png,20.25
23430.png,61.56
12654.png,40.19
63204.png,79.22
17336.png,59.64
00428.png,18.13
09660.png,9.13
22185.png,77.05
20502.png,65.89
24268.png,63.63
27105.png,43.64
29678.png,67.47
08589.png,65.14
23191.png,66.04
21335.png,78.67
52758.png,73.57
36623.png,59.04
62018.png,82.57
41506.png,71.21
35368.png,79.67
65303.png,60.29
65097.png,93.73
51202.png,49.66
66280.png,85.15
08046.png,37.22
27753.png,37.46
61182.png,58.09
00683.png,11.71
43917.png,85.06
62299.png,80.63
14657.png,57.89
34649.png,71.87
22558.png,26.45
54314.png,71.88
27590.png,50.6
31168.png,38.78
47534.png,73.07
08876.png,10.48
15198.png,68.84
39352.png,77.83
06589.png,61.7
05874.png,14.36
49619.png,32.45
23969.png,90.34
10591.png,25.65
26765.png,54.39
23561.png,45.26
21061.png,70.73
19144.png,6.2
18895.png,83.82
63030.png,45.53
27062.png,46.0
35101.png,68.1
48024.png,31.43
41547.png,54.08
26860.png,85.33
45655.png,43.99
30070.png,44.87
59937.png,82.34
36988.png,82.22
37612.png,55.14
32520.png,54.96
49387.png,85.86
44393.png,64.96
12386.png,75.22
38415.png,30.76
09315.png,39.8
26487.png,91.66
46721.png,68.2
27010.png,91.71
48411.png,64.6
32630.png,63.05
48809.png,69.52
01672.png,9.18
13858.png,65.33
63781.png,70.98
29362.png,43.31
53275.png,70.86
06180.png,63.43
13748.png,81.26
11006.png,92.25
57590.png,75.33
43850.png,73.37
14491.png,46.44
65698.png,41.26
21269.png,70.1
64459.png,66.15
62769.png,69.64
07848.png,75.8
37342.png,61.53
18098.png,57.88
36466.png,13.73
34439.png,61.54
42821.png,18.92
03652.png,67.27
64111.png,75.91
65817.png,44.78
48151.png,61.1
23729.png,72.55
38823.png,95.19
28873.png,24.09
59150.png,50.36
05479.png,76.61
02875.png,2.52
04756.png,81.32
24863.png,77.73
07257.png,73.29
61411.png,55.21
32332.png,3.82
31012.png,30.04
66246.png,71.73
02196.png,84.57
34924.png,74.59
28836.png,90.47
31940.png,4.59
56229.png,74.04
15155.png,83.42
14188.png,13.63
54458.png,22.51
34716.png,67.33
19921.png,89.03
47173.png,44.61
24236.png,86.46
36455.png,44.06
35155.png,68.72
14149.png,71.12
44391.png,34.32
50605.png,52.3
20746.png,69.07
68592.png,38.95
18685.png,58.72
53564.png,82.44
08126.png,35.96
26102.png,35.16
40070.png,23.1
61065.png,7.86
16464.png,72.15
07378.png,48.08
13657.png,26.8
64372.png,64.92
31029.png,71.52
03374.png,57.89
12796.png,81.5
10304.png,29.66
34536.png,76.69
09599.png,14.12
53224.png,76.27
27510.png,86.01
56351.png,33.11
60607.png,65.59
31699.png,15.76
08610.png,92.4
13820.png,66.89
36816.png,81.49
58421.png,39.03
53350.png,59.03
21195.png,19.11
66015.png,31.5
41689.png,4.53
49101.png,24.02
48544.png,29.65
66796.png,64.71
54371.png,42.97
62586.png,64.12
14930.png,95.74
67799.png,64.64
36170.png,31.53
46537.png,89.14
29331.png,70.49
65851.png,21.15
20590.png,71.97
69336.png,92.01
45190.png,81.76
42754.png,67.83
28508.png,15.24
22128.png,75.48
51089.png,77.0
48839.png,76.29
01233.png,84.05
60133.png,46.05
48584.png,42.39
59726.png,60.54
08896.png,40.21
19224.png,82.29
67126.png,83.04
58533.png,46.21
37411.png,69.0
02150.png,82.98
09889.png,75.98
45703.png,41.35
56252.png,60.94
06949.png,86.65
52706.png,67.17
54828.png,87.67
20434.png,65.69
62918.png,87.58
51250.png,71.92
06500.png,75.43
45106.png,62.56
54281.png,71.01
51450.png,58.82
29303.png,86.51
08314.png,86.88
59743.png,90.77
49764.png,32.52
66168.png,39.82
05383.png,90.67
29713.png,85.08
42888.png,79.59
59856.png,44.93
64658.png,82.18
02213.png,77.22
67114.png,44.62
62115.png,75.18
59258.png,76.31
38256.png,77.23
40068.png,46.2
59043.png,78.9
32007.png,82.36
08849.png,63.95
44397.png,39.1
47257.png,78.9
40667.png,75.07
40837.png,33.89
33106.png,16.52
67447.png,67.37
46569.png,85.5
68562.png,39.77
68991.png,54.34
01108.png,11.16
02009.png,86.46
65005.png,90.21
37658.png,53.91
13138.png,57.37
64370.png,77.64
53188.png,45.62
18720.png,35.31
37537.png,33.26
16374.png,54.0
61532.png,68.55
08438.png,88.4
46414.png,84.44
56076.png,63.12
59059.png,50.51
56961.png,26.18
41543.png,44.07
08687.png,66.92
67095.png,33.14
27325.png,40.48
69782.png,86.64
29888.png,81.18
09566.png,54.67
66965.png,92.04
02752.png,85.2
00303.png,65.34
21053.png,94.75
03988.png,72.71
03326.png,13.46
38747.png,76.65
69013.png,51.56
06708.png,86.32
32950.png,31.85
62504.png,76.68
42572.png,55.58
52889.png,58.97
69767.png,93.55
39634.png,88.54
18012.png,9.74
60309.png,62.77
39672.png,66.7
69832.png,82.03
10398.png,70.65
53688.png,24.39
66803.png,82.73
34749.png,45.34
45102.png,50.63
54500.png,50.96
16137.png,64.12
01730.png,54.09
52955.png,16.84
47444.png,34.8
22882.png,64.33
04148.png,89.98
24805.png,59.11
32989.png,84.68
52618.png,61.07
26289.png,67.99
01887.png,75.41
08352.png,69.32
55448.png,67.77
65264.png,86.84
25991.png,84.87
22132.png,76.78
53502.png,69.85
67271.png,61.35
35180.png,83.02
64804.png,40.78
34592.png,71.81
59192.png,71.68
05032.png,15.74
51344.png,97.88
51211.png,70.59
24574.png,73.67
19827.png,64.52
13276.png,67.4
50022.png,89.99
35107.png,54.92
00922.png,1.94
19416.png,74.74
21883.png,84.38
25097.png,6.27
43182.png,6.04
02698.png,70.28
21150.png,72.52
33628.png,48.28
22253.png,67.31
40174.png,80.87
55504.png,62.04
33427.png,82.26
02394.png,28.44
12957.png,44.89
18733.png,26.63
20270.png,68.37
59202.png,43.15
55727.png,36.97
54395.png,80.84
26779.png,27.18
68669.png,77.32
18691.png,80.46
32116.png,48.19
02378.png,61.11
62972.png,46.34
21094.png,40.52
12103.png,80.85
02564.png,94.07
67601.png,70.52
58837.png,42.13
17546.png,22.04
39004.png,87.72
62027.png,80.89
03644.png,18.4
03492.png,58.02
40401.png,80.18
16303.png,33.65
61341.png,32.38
57898.png,66.86
46118.png,25.6
69002.png,23.12
17785.png,80.8
62836.png,71.41
35337.png,78.88
12366.png,41.61
10251.png,86.89
43921.png,35.73
63520.png,92.42
44008.png,44.24
31245.png,77.5
20861.png,2.3
62091.png,53.27
66320.png,28.76
00290.png,82.03
57956.png,60.98
04547.png,73.59
66231.png,43.4
58099.png,69.33
66064.png,79.86
30302.png,18.4
57905.png,24.64
19737.png,71.3
53536.png,54.51
13005.png,16.7
48897.png,43.71
43442.png,69.05
59474.png,89.92
18708.png,56.56
14172.png,33.55
11580.png,86.88
37679.png,92.81
48160.png,56.37
01943.png,64.85
55566.png,63.16
29788.png,51.38
00353.png,11.99
65215.png,85.26
10284.png,77.17
33729.png,55.1
61572.png,85.42
06124.png,19.5
19292.png,69.12
39773.png,80.51
22906.png,90.51
49631.png,28.18
68474.png,49.84
04741.png,46.19
62610.png,90.31
45741.png,8.48
41963.png,53.9
61397.png,86.71
04334.png,87.82
46398.png,88.75
20428.png,72.25
30593.png,62.39
49546.png,82.83
40094.png,85.6
60439.png,67.98
43677.png,74.54
43420.png,26.73
62142.png,70.18
00376.png,82.83
64843.png,67.45
38407.png,21.38
19136.png,90.91
69272.png,61.05
28977.png,95.37
15755.png,91.97
17806.png,55.79
57339.png,74.29
51406.png,35.49
19810.png,60.7
00316.png,45.68
26285.png,73.6
08196.png,40.37
13991.png,13.2
28252.png,80.11
47597.png,72.66
01219.png,66.46
22760.png,50.36
62907.png,52.3
62050.png,26.97
35557.png,59.3
29842.png,86.96
31812.png,43.3
06801.png,22.16
03571.png,36.32
51229.png,70.0
04629.png,71.61
62655.png,81.33
62196.png,70.43
54948.png,57.64
54748.png,72.9
54581.png,79.02
52956.png,63.32
15997.png,24.31
54219.png,89.27
36794.png,91.44
33578.png,22.6
28775.png,38.91
02180.png,68.27
23042.png,70.6
37493.png,84.77
35615.png,53.82
08632.png,73.33
31018.png,60.7
56452.png,39.43
61884.png,54.25
45353.png,84.73
23232.png,79.36
21878.png,66.51
10790.png,48.67
02260.png,84.58
60950.png,83.75
62390.png,89.04
30940.png,75.33
39981.png,56.78
67036.png,45.73
23023.png,61.83
44676.png,60.18
41930.png,43.67
54439.png,84.84
40613.png,29.23
39106.png,77.55
06648.png,78.45
69859.png,46.0
54403.png,76.71
48153.png,81.0
42846.png,53.57
08299.png,74.57
13102.png,39.74
69198.png,58.89
51290.png,75.02
09642.png,78.92
32139.png,91.08
54601.png,59.84
35146.png,78.39
23814.png,91.64
44999.png,42.54
51042.png,61.17
10623.png,54.83
61775.png,14.44
40557.png,78.56
64355.png,40.3
45520.png,73.9
29513.png,6.99
57754.png,71.78
67683.png,44.96
13041.png,40.11
22170.png,65.61
09316.png,78.8
13382.png,77.29
19815.png,73.18
36243.png,33.49
05162.png,80.53
05755.png,43.72
31174.png,60.18
66056.png,10.87
11223.png,65.4
02365.png,73.26
14957.png,72.41
14541.png,81.37
02958.png,83.15
67539.png,53.58
07791.png,63.88
07754.png,67.41
55822.png,35.71
16774.png,53.13
07936.png,47.08
56407.png,70.69
50754.png,81.42
03547.png,51.55
66564.png,78.95
56138.png,66.07
62340.png,78.08
19323.png,26.25
58501.png,65.27
48261.png,77.19
51200.png,8.29
20275.png,65.99
31682.png,90.75
27449.png,29.8
65482.png,62.5
65254.png,36.75
57870.png,68.24
13784.png,34.72
67987.png,63.79
24637.png,57.41
35914.png,68.8
02372.png,69.59
57186.png,57.83
62400.png,76.39
59683.png,70.43
37627.png,33.09
48172.png,77.13
55133.png,79.79
37853.png,83.25
14070.png,75.7
62422.png,76.24
66296.png,28.17
16695.png,87.99
19518.png,3.53
69726.png,57.0
37766.png,51.97
66201.png,80.47
57435.png,96.18
60113.png,70.18
41279.png,89.38
43821.png,90.69
66718.png,60.24
45506.png,5.11
30230.png,69.17
48537.png,18.36
66708.png,84.27
16010.png,80.67
11308.png,67.54
42416.png,72.0
45885.png,23.97
37616.png,74.76
13913.png,4.34
48909.png,64.11
06174.png,65.75
66021.png,34.12
41894.png,66.06
68736.png,18.02
00780.png,55.51
67574.png,29.5
22442.png,64.31
35192.png,57.79
67507.png,81.28
65326.png,82.44
69644.png,85.88
17609.png,67.94
54695.png,23.75
43550.png,61.8
65779.png,79.18
36320.png,86.56
02223.png,63.38
46162.png,57.34
27572.png,91.54
18151.png,45.09
69769.png,40.77
18202.png,75.22
28645.png,73.2
44714.png,45.21
53353.png,78.71
49668.png,68.81
57824.png,54.28
48793.png,82.44
30741.png,70.86
12574.png,84.41
07894.png,72.33
32854.png,81.79
42086.png,29.12
05365.png,67.75
12322.png,44.59
13273.png,52.62
43753.png,81.23
09179.png,71.29
42103.png,50.63
01168.png,73.88
38981.png,80.68
63170.png,68.61
55659.png,58.32
01425.png,69.39
29397.png,64.19
11507.png,88.73
06126.png,60.33
03349.png,50.92
08494.png,67.15
20079.png,3.64
30237.png,5.42
22106.png,80.0
28901.png,84.06
57623.png,81.18
28580.png,16.39
50471.png,71.45
24486.png,65.71
18707.png,6.1
25116.png,23.01
58703.png,11.71
59973.png,79.37
30682.png,77.81
00554.png,25.79
23283.png,61.9
02674.png,84.67
00329.png,60.71
67150.png,17.98
45270.png,9.11
37987.png,85.23
43364.png,65.94
10208.png,66.48
09671.png,91.71
02060.png,73.12
44421.png,47.3
26857.png,69.07
21430.png,56.76
06176.png,37.09
10931.png,86.9
54592.png,76.08
28497.png,76.76
68770.png,57.55
54743.png,59.03
15003.png,41.81
28587.png,77.85
32577.png,30.84
23035.png,70.89
24797.png,95.82
49130.png,10.15
46142.png,41.81
60012.png,11.0
01998.png,83.07
64384.png,36.31
32833.png,54.95
35905.png,14.23
29581.png,16.08
07127.png,24.43
42145.png,83.91
51307.png,52.18
06321.png,79.71
27828.png,50.14
56690.png,80.03
28235.png,91.01
14206.png,81.08
19089.png,87.59
69705.png,76.58
29347.png,78.45
41381.png,56.79
53234.png,15.61
20157.png,85.83
67430.png,43.14
49606.png,79.19
23522.png,32.35
31403.png,93.69
34540.png,73.35
40664.png,51.32
35445.png,53.24
44374.png,48.83
29924.png,72.65
67720.png,9.26
50466.png,62.03
61704.png,26.64
25408.png,23.7
42993.png,76.05
51543.png,62.3
13307.png,81.64
65314.png,80.22
60878.png,66.57
59802.png,61.29
44159.png,65.2
22371.png,51.36
26424.png,58.84
10273.png,67.49
42180.png,61.13
26006.png,85.99
08436.png,41.53
51187.png,83.53
48787.png,84.3
14156.png,83.93
59875.png,81.8
26514.png,49.26
34647.png,28.74
24630.png,73.07
12073.png,82.44
14396.png,16.54
35008.png,8.67
44058.png,79.96
59641.png,35.86
58103.png,38.32
55021.png,26.77
36116.png,72.51
45405.png,61.34
59713.png,88.03
53070.png,87.86
60410.png,88.31
69840.png,51.5
22138.png,92.76
13973.png,38.45
45152.png,86.58
20239.png,30.22
27360.png,42.06
57018.png,78.46
53556.png,10.75
55308.png,86.06
55909.png,91.11
05661.png,20.23
49751.png,87.14
44474.png,71.73
04427.png,48.68
58626.png,58.3
32302.png,24.9
62381.png,78.77
12903.png,4.59
42410.png,83.72
47869.png,26.94
29104.png,66.2
58804.png,57.62
44553.png,58.07
00770.png,47.99
04131.png,51.17
54720.png,82.26
29745.png,31.61
35967.png,78.58
36911.png,78.13
26500.png,52.29
49973.png,98.9
08585.png,85.32
26909.png,71.1
59143.png,85.78
28243.png,77.68
14561.png,71.91
16921.png,64.79
46637.png,79.79
60182.png,13.66
06834.png,25.52
57135.png,85.34
65811.png,86.84
58913.png,73.28
42040.png,46.89
60993.png,19.55
35772.png,50.21
45892.png,67.46
25974.png,78.46
12224.png,77.48
52016.png,26.74
10780.png,67.98
07373.png,67.62
62867.png,38.79
17196.png,72.71
48799.png,84.74
19102.png,90.6
43272.png,29.6
13344.png,80.95
65393.png,43.13
17555.png,83.43
51832.png,51.72
12182.png,72.56
14810.png,67.81
31760.png,94.53
51117.png,32.11
49574.png,14.55
15769.png,70.14
65587.png,70.38
09537.png,67.47
42644.png,49.81
29575.png,87.67
62242.png,82.15
56633.png,46.77
64541.png,75.64
15400.png,72.06
64646.png,68.88
58357.png,12.17
10494.png,51.16
06385.png,68.96
26535.png,53.36
25504.png,37.15
17836.png,78.43
12346.png,60.72
21566.png,19.83
36259.png,92.01
10903.png,50.75
27420.png,82.57
32069.png,64.52
61577.png,32.06
69977.png,73.65
68947.png,64.71
07321.png,50.74
06649.png,84.06
17390.png,40.05
61419.png,81.61
64316.png,81.57
46203.png,67.48
12564.png,48.37
08838.png,35.73
08033.png,46.96
67694.png,45.08
15748.png,5.7
29503.png,55.08
60139.png,76.46
26731.png,38.54
00078.png,10.82
53015.png,85.32
59096.png,31.99
67820.png,96.01
19641.png,14.68
29866.png,58.5
61859.png,36.06
31372.png,53.84
33527.png,64.97
43074.png,41.08
22247.png,10.78
44118.png,74.81
11617.png,59.65
62112.png,29.82
17968.png,36.74
55278.png,92.72
24013.png,48.32
65184.png,77.14
27735.png,49.08
00395.png,69.11
04780.png,92.21
11852.png,45.52
55458.png,72.81
02390.png,61.86
25876.png,41.34
04016.png,27.53
22609.png,49.95
61142.png,67.36
57500.png,75.62
58961.png,50.12
38751.png,16.02
27563.png,24.0
57234.png,67.99
10760.png,37.31
36860.png,54.72
24636.png,36.98
11369.png,47.94
15885.png,64.81
37608.png,34.43
68385.png,30.74
48459.png,53.89
22437.png,72.61
48129.png,72.05
69605.png,67.42
48528.png,62.37
67689.png,27.77
09234.png,66.76
12242.png,84.37
07975.png,29.24
53955.png,23.71
25136.png,57.75
04953.png,48.47
58770.png,42.36
27000.png,64.57
15519.png,5.76
48382.png,87.18
30481.png,84.54
58938.png,12.14
66793.png,70.59
69729.png,44.28
54197.png,70.39
26105.png,85.84
31285.png,70.2
21675.png,7.18
58917.png,66.02
65680.png,54.99
05630.png,61.14
42715.png,54.15
54307.png,82.33
42112.png,84.35
09567.png,83.41
44609.png,55.68
67806.png,30.23
52850.png,86.95
57310.png,85.49
29824.png,86.8
26686.png,41.86
28314.png,75.34
39384.png,84.02
33111.png,50.84
18601.png,4.91
25197.png,48.69
43558.png,16.44
06384.png,77.72
37461.png,75.25
20830.png,37.3
54192.png,40.99
28908.png,81.54
57700.png,42.29
00805.png,30.3
32894.png,48.78
30778.png,55.24
16128.png,14.31
20166.png,68.59
62876.png,86.77
41149.png,81.86
25132.png,81.26
19898.png,91.56
12140.png,11.78
21508.png,33.48
57914.png,68.32
34055.png,76.64
57539.png,76.05
48101.png,72.85
14174.png,57.92
00784.png,70.67
14202.png,64.11
24104.png,59.05
59773.png,16.8
24335.png,59.6
26803.png,63.23
54262.png,59.68
18522.png,65.85
65987.png,71.34
11870.png,87.59
29693.png,71.95
58596.png,47.53
65773.png,75.11
52799.png,87.99
11927.png,39.29
63568.png,88.21
54827.png,69.41
26290.png,17.68
69751.png,64.58
45603.png,60.82
61749.png,16.68
40131.png,30.68
46526.png,80.66
23576.png,66.41
36920.png,79.41
18406.png,76.04
42350.png,57.16
28349.png,85.36
62432.png,88.38
51215.png,90.19
47109.png,65.28
04150.png,69.51
67112.png,68.47
51485.png,75.2
25955.png,89.02
56209.png,16.69
15615.png,62.82
32420.png,41.38
17581.png,85.89
53001.png,64.75
59210.png,23.08
03057.png,60.24
02366.png,64.75
59391.png,46.35
09659.png,12.68
10642.png,43.11
24601.png,45.78
25792.png,80.17
32176.png,63.45
48740.png,89.91
67631.png,43.38
60750.png,73.07
41724.png,75.7
31262.png,69.67
30287.png,80.36
49424.png,79.56
51886.png,18.69
18791.png,17.78
03026.png,66.13
11108.png,31.16
35118.png,26.9
18341.png,37.55
13318.png,48.49
44136.png,65.66
56656.png,65.96
52756.png,80.81
60253.png,22.59
65382.png,55.17
61587.png,84.43
62773.png,80.17
27037.png,60.92
08910.png,61.46
36853.png,84.2
11707.png,54.55
37241.png,97.33
23674.png,67.61
00170.png,80.9
24483.png,83.42
61452.png,85.46
41466.png,86.46
43668.png,58.03
27321.png,51.95
28438.png,59.2
61862.png,83.43
09502.png,79.76
11087.png,88.92
68935.png,66.7
24838.png,69.92
32960.png,54.84
24981.png,76.49
39229.png,82.29
38286.png,77.35
01976.png,59.87
67740.png,51.79
66339.png,34.2
06486.png,45.44
33477.png,6.94
05341.png,82.44
34324.png,64.18
04824.png,83.57
57879.png,64.66
46546.png,28.72
09841.png,66.2
01931.png,75.2
42395.png,71.6
30102.png,18.16
30783.png,55.52
30176.png,91.6
22810.png,49.7
56710.png,76.9
26416.png,77.33
46463.png,42.27
15505.png,62.89
08426.png,61.69
44438.png,82.34
35252.png,86.19
33693.png,37.89
44167.png,34.31
68002.png,70.21
58266.png,66.33
19048.png,64.59
55760.png,68.8
65870.png,88.84
40969.png,77.6
42824.png,84.63
39174.png,32.32
18146.png,67.61
68745.png,63.6
57034.png,64.59
04341.png,39.43
24089.png,56.7
69437.png,68.98
20800.png,26.62
64669.png,60.7
30331.png,90.21
64858.png,76.12
14263.png,72.0
43995.png,80.53
09736.png,93.74
64222.png,55.67
09075.png,6.26
32017.png,84.58
59479.png,36.43
27277.png,66.87
30303.png,79.64
22304.png,56.28
13140.png,80.16
11084.png,36.25
57483.png,11.68
04890.png,64.03
44509.png,44.53
05427.png,28.49
11650.png,77.32
52892.png,50.28
18335.png,26.28
37056.png,65.84
25231.png,65.92
30988.png,92.79
16240.png,61.03
53671.png,46.84
21975.png,79.82
24549.png,56.0
65603.png,94.54
49777.png,67.55
44044.png,88.3
34873.png,80.63
59370.png,63.54
37284.png,21.52
63279.png,44.56
15898.png,14.64
67105.png,88.26
31156.png,55.15
20614.png,29.59
06567.png,72.41
35096.png,90.72
10747.png,78.8
26011.png,44.5
10968.png,16.83
19419.png,67.43
49043.png,43.59
27021.png,61.58
48065.png,76.5
33017.png,67.31
14644.png,67.12
59448.png,77.68
49099.png,19.38
19256.png,82.04
29875.png,54.72
38560.png,85.63
18028.png,28.57
11338.png,48.18
22028.png,60.64
46552.png,69.84
13997.png,24.13
65019.png,17.0
32545.png,83.57
31984.png,55.87
02784.png,84.45
59927.png,35.54
18641.png,58.84
08428.png,76.51
66175.png,76.4
67359.png,62.75
56985.png,36.25
48670.png,82.41
18339.png,91.97
19011.png,59.92
27512.png,58.31
06294.png,87.79
45412.png,84.04
30708.png,4.04
46132.png,71.05
38880.png,60.97
50470.png,53.51
64731.png,23.39
38195.png,75.05
51469.png,70.43
01624.png,78.64
12530.png,73.46
38899.png,84.93
53918.png,43.78
51320.png,78.24
26313.png,59.77
25557.png,21.06
50838.png,60.97
37250.png,18.89
10271.png,83.95
62922.png,1.91
42985.png,49.52
12611.png,60.23
02172.png,54.93
45974.png,41.12
33556.png,63.95
34068.png,60.78
60746.png,34.48
28582.png,15.27
06810.png,71.51
28900.png,82.08
55807.png,42.14
65879.png,75.87
08522.png,81.63
17199.png,86.75
08895.png,81.38
48448.png,38.57
45916.png,82.15
50648.png,75.14
11420.png,30.9
48507.png,82.46
63428.png,61.4
40932.png,16.75
42265.png,87.51
09309.png,78.91
64684.png,75.63
59214.png,51.39
44651.png,75.28
02677.png,25.98
40327.png,49.31
36205.png,75.27
35144.png,63.68
17585.png,56.16
44124.png,71.84
58430.png,50.35
13692.png,75.65
03952.png,75.9
37126.png,69.45
59439.png,92.97
62872.png,76.08
69056.png,12.37
33594.png,83.13
30222.png,54.15
40828.png,31.85
63903.png,52.24
51345.png,80.83
29735.png,12.95
21707.png,36.82
68302.png,74.98
33087.png,49.63
50257.png,51.06
37993.png,63.76
05702.png,71.69
46011.png,67.18
28559.png,84.08
65844.png,67.9
43095.png,79.6
14811.png,63.17
04468.png,70.8
15264.png,6.27
14260.png,21.25
34839.png,10.26
40777.png,87.22
33289.png,61.21
56429.png,84.88
34837.png,33.5
00011.png,74.26
49571.png,65.73
41538.png,56.92
27297.png,64.56
38173.png,80.83
45476.png,66.15
52085.png,77.99
37306.png,37.73
30301.png,71.96
33412.png,25.23
19403.png,38.67
45654.png,57.09
44168.png,69.04
58516.png,44.3
09998.png,38.47
